ChEMBL ID,Name,Synonyms,Type,Max Phase,Molecular Weight,Targets,Bioactivities,AlogP,Polar Surface Area,HBA,HBD,#RO5 Violations,#Rotatable Bonds,Passes Ro3,QED Weighted,CX Acidic pKa,CX Basic pKa,CX LogP,CX LogD,Aromatic Rings,Structure Type,Inorganic Flag,Heavy Atoms,HBA (Lipinski),HBD (Lipinski),#RO5 Violations (Lipinski),Molecular Weight (Monoisotopic),Np Likeness Score,Molecular Species,Molecular Formula,Smiles,Inchi Key
CHEMBL1201749,DIFLUPREDNATE,DIFLUPREDNATE|DUREZOL|W 6309|W-6309,Small molecule,4,508.56,19,30,3.52,106.97,7,1,1,6,N,0.55,13.58,None,3,3,0,MOL,0,36,7,1,1,508.2273,1.71,NEUTRAL,C27H34F2O7,CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,WYQPLTPSGFELIB-JTQPXKBDSA-N
CHEMBL481,IRINOTECAN,BIOTECAN|Camptosar|IRINOTECAN|Irinotecan|NSC-728073,Small molecule,4,586.69,211,1238,4.09,114.2,9,1,1,4,N,0.36,11.71,9.47,2.78,0.72,3,MOL,0,43,10,1,1,586.2791,0.26,BASE,C33H38N4O6,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,UWKQSNNFCGGAFS-XIFFEERXSA-N
CHEMBL1200927,DEXCHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE D-FORM MALEATE|CHLORPHENIRAMINE MALEATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4297536,PATISIRAN SODIUM,ONPATTRO|PATISIRAN SODIUM,Oligonucleotide,4,,,,,,,,,,,,,,,,,NONE,0,,,,,,,,,,
CHEMBL2108250,ANISTREPLASE,ANISTREPLASE|APSAC|BRL 26921|BRL-26921|EMINASE,Enzyme,4,,2,19,,,,,,,,,,,,,,NONE,0,,,,,,,,,,
CHEMBL2359370,MECOBALAMIN,ASIMIL B-12|B-MAX|MECOBALAMIN,Small molecule,4,1344.4,2,5,None,None,None,None,None,None,None,None,None,None,None,None,None,NONE,0,None,None,None,None,1343.5878,None,None,C63H91CoN13O14P,,
CHEMBL1185,ZOLMITRIPTAN,311-C-90|311C90|CVT-427|NSC-760383|ZOLMITRIPTAN|ZOMIG-ZMT|Zomig,Small molecule,4,287.36,49,156,1.92,57.36,3,2,0,5,N,0.88,13,9.55,2.04,-0.09,2,MOL,0,21,5,2,0,287.1634,0.14,BASE,C16H21N3O2,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,ULSDMUVEXKOYBU-ZDUSSCGKSA-N
CHEMBL866,MYCOPHENOLIC ACID,68618|MYCOPHENOLATE|MYCOPHENOLATE MOFETIL IMPURITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3301669,DALBAVANCIN,A-A-1|BI-397|BI397|DALBAVANCIN|MDL 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL374478,RIFAMPIN,ABRIFAM|BA 411661E|BA-41166E|EREMFAT|L-5103|L-5103 LEPETIT|L-5103-LEPETIT|NIH-10782|NSC-113926|RIFADINE|RIFALDAZINE|RIFALDIN|RIFAMPICIN|RIFAMPICINUM|RIFAMPIN|RIFAMYCIN AMP|RIFAPIAM|RIFAPRODIN|RIFOLDIN|RIMACTAN|Rifadin|Rifampicin|Rimactane,Small molecule,4,822.95,327,7067,4.34,220.15,15,6,3,4,N,0.11,6.8,7.37,2.95,2.87,2,MOL,0,59,16,6,3,822.4051,1.66,NEUTRAL,C43H58N4O12,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,JQXXHWHPUNPDRT-WLSIYKJHSA-N
CHEMBL1201581,INFLIXIMAB,ABP 710|ABP-710|AVSOLA|BOW-015|BOW015|CT P13|CT-P-13|CT-P13|INFIMAB|INFLECTRA|INFLIXIMAB|INFLIXIMAB (JANSSEN)|INFLIXIMAB (REMICADE)|INFLIXIMAB ABDA|INFLIXIMAB AXXQ|INFLIXIMAB DYYB|INFLIXIMAB QBTX|INFLIXIMAB-ABDA|INFLIXIMAB-AXXQ|INFLIXIMAB-DYYB|INFLIXIMAB-HJMT|INFLIXIMAB-PFIZER|INFLIXIMAB-QBTX|IXIFI|NI-071|PF-06438179|REMICADE|REMSIMA|TA-650|ZESSLY|cA2,Antibody,4,,2,19,,,,,,,,,,,,,,SEQ,0,,,,,,,,,,
CHEMBL3833373,AVELUMAB,AVELUMAB|BAVENCIO|MSB-0010682|MSB-0010718C|MSB0010682|MSB0010718C,Antibody,4,,,,,,,,,,,,,,,,,NONE,0,,,,,,,,,,
CHEMBL4297412,PAFOLACIANINE,OTL 0038|OTL 38|OTL-0038|OTL-38|OTL0038|OTL38|PAFOLACIANINE,Small molecule,4,1326.52,,,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,1325.3538,None,None,C61H67N9O17S4,CC1(C)C(/C=C/C2=C(Oc3ccc(C[C@H](NC(=O)c4ccc(NCc5cnc6nc(N)[nH]c(=O)c6n5)cc4)C(=O)[O-])cc3)/C(=C/C=C3\N(CCCCS(=O)(=O)[O-])c4ccc(S(=O)(=O)[O-])cc4C3(C)C)CCC2)=[N+](CCCCS(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc21.[H+].[H+].[H+].[H+],PDXNSXLPXJFETD-DYVQZXGMSA-N
CHEMBL3936761,ZANUBRUTINIB,BGB-3111|BRUKINSA|ZANUBRUTINIB,Small molecule,4,471.56,51,180,4.22,102.48,6,2,0,6,N,0.52,13.81,2.68,3.42,3.42,3,MOL,0,35,8,3,0,471.227,-0.59,NEUTRAL,C27H29N5O3,C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,RNOAOAWBMHREKO-QFIPXVFZSA-N
CHEMBL436,TOLRESTAT,AY-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1482,BETHANECHOL,BETHANECHOL|Bethanechol,Small molecule,4,161.22,18,45,0.18,52.32,2,1,0,3,Y,0.6,None,None,-4.14,-4.14,0,MOL,0,11,4,2,0,161.1285,0.89,NEUTRAL,C7H17N2O2+,CC(C[N+](C)(C)C)OC(N)=O,NZUPCNDJBJXXRF-UHFFFAOYSA-O
CHEMBL2106660,ACEFYLLINE PIPERAZINE,ACEFYLLINE PIPERAZINE|ACEPIFYLLINE|DYNAPHYLLINE|EPICOPHYLLINE|ETAFILLINA|ETAPHYLLINE|ETOPHYLATE|PIPERAZINE THEOPHYLLINE ETHANOATE,Small molecule,4,562.54,,,-1.48,99.12,7,1,0,2,N,0.69,3.26,None,-1.07,-4.5,2,MOL,0,17,8,1,0,238.0702,-1.22,ACID,C22H30N10O8,C1CNCCN1.Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O.Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O,HAAJFUJFGYCCPU-UHFFFAOYSA-N
CHEMBL2108494,INTERFERON,INTERFERON,Protein,4,,,,,,,,,,,,,,,,,NONE,0,,,,,,,,,,
CHEMBL3400972,FLUORODOPA F 18,18F|18F-DOPA|18F-FLUORO-DIHYDROXYPHENYLALANINE|18F-L-FLUORO-DOPA|FDOPA F-18|FLUORODOPA (18F)|FLUORODOPA F 18|FLUORODOPA F-18|FLUORODOPA F18|L-6-(18F)FLUORO-DOPA,Small molecule,4,214.18,2,9,0.19,103.78,4,4,0,3,N,0.54,1.32,9.4,-1.65,-1.69,1,MOL,0,15,5,5,0,215.0594,0.48,ZWITTERION,C9H10FNO4,N[C@@H](Cc1cc(O)c(O)cc1[18F])C(=O)O,PAXWQORCRCBOCU-RPDRGXCHSA-N
CHEMBL2103855,TELOTRISTAT,LP 778902|LP-778902|TELOTRISTAT,Small molecule,4,546.94,2,5,4.51,142.17,8,3,1,8,N,0.29,1.69,9.42,2.76,2.76,4,MOL,0,38,9,5,1,546.1394,-0.98,ZWITTERION,C25H22ClF3N6O3,Cc1ccn(-c2cc(Cl)ccc2[C@@H](Oc2cc(-c3ccc(C[C@H](N)C(=O)O)cc3)nc(N)n2)C(F)(F)F)n1,NCLGDOBQAWBXRA-PGRDOPGGSA-N
CHEMBL1201438,ALDESLEUKIN,ALDESLEUKIN|HUMAN INTERLEUKIN-2|HUMAN INTERLEUKIN-2 125-SERINE|ILT-101|ILT-101 (LOW DOSE IL-2)|INTERLEUKIN 2|INTERLEUKIN-2|INTERLEUKIN-2 ALDESLEUKIN|INTERLEUKIN-2(2-133),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1200506,ERYTHROMYCIN LACTOBIONATE,ERYTHROMYCIN|ERYTHROMYCIN LACTOBIONATE|ERYTHROMYCINI LACTOBIONAS|Erythrocin|STERILE ERYTHROMYCIN LACTOBIONATE,Small molecule,4,1092.23,1,3,1.79,193.91,14,5,2,7,N,0.24,12.45,8.38,2.6,1.57,0,MOL,0,51,14,5,2,733.4612,1.89,NEUTRAL,C49H89NO25,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O.O=C(O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,NNRXCKZMQLFUPL-WBMZRJHASA-N
CHEMBL1159717,TULOBUTEROL,ATENOS|BERACHIN|BRELOMAX|BREMAX|CHLIBAMOL|HOKUNALIN|LOBUTEROL|NSC-758643|RESPACAL|TULOBUTEROL|TULOBUTEROL HCL|TULOBUTEROL HYDROCHLORIDE,Small molecule,4,227.74,12,26,2.76,32.26,2,2,0,3,Y,0.83,13.9,9.55,2.56,0.44,1,MOL,0,15,2,2,0,227.1077,-0.66,BASE,C12H18ClNO,CC(C)(C)NCC(O)c1ccccc1Cl,YREYLAVBNPACJM-UHFFFAOYSA-N
CHEMBL1353,SODIUM BICARBONATE,B1654|BAKING SODA|BICARBONATE OF SODA|Baking Soda|CARBONIC ACID MONOSODIUM SALT|CARBONIC ACID SODIUM SALT (1:1)|E-500(II)|E500|GENITRON TP-BCH 51051|HYDROCEROL ESC 5671|INS NO.500(II)|INS-500(II)|Monosodium Carbonate|NABIC|NATRII HYDROGENOCARBONAS|NATRUM BICARBONICUM|NSC-134031|NURSE HARVEYS|Neut|S-BICARB|S-BICARB SF|SODIBIC|SODIUM ACID CARBONATE|SODIUM BICARBONATE|SODIUM BICARBONATE ANHYDROUS|Soda Mint|Sodium Bicarbonate|THAMICARB,Small molecule,4,84.01,21,165,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,83.9823,None,None,CHNaO3,O=C([O-])O.[Na+],UIIMBOGNXHQVGW-UHFFFAOYSA-M
CHEMBL2103784,COSYNTROPIN,CORTICOTROPIN TETRACOSAPEPTIDE|COSYNTROPIN|COSYNTROPIN ACETATE|COSYNTROPIN HEXAACETATE|Cortrosyn|SYNACTHEN|SYNACTHEN DEPOT|TETRACOSACTIDE|TETRACOSACTIDE ACETATE|TETRACOSACTIDE HEXAACETATE|TETRACOSACTIDE HEXACETATE|TETRACOSACTRIN|VICOTROPE,Protein,4,2933.49,4,7,None,None,None,None,None,None,None,None,None,None,None,None,None,BOTH,0,None,None,None,None,2931.5806,None,None,C136H210N40O31S,CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](N)CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)O)C(C)C)C(C)C)C(C)C,ZOEFCCMDUURGSE-SQKVDDBVSA-N
CHEMBL54976,TRYPTOPHAN,(-)-TRYPTOPHAN|GPPE PDR SACH|L-TRYPTOPHAN|NSC-13119|OPTIMAX|OPTIMAX WV|PACITRON|TRYPTOPHAN|TRYPTOPHAN ((-),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL609,TRIENTINE,NSC-443|Syprine|TRETHYLENETETRAMINE|TRIENTINE|TRIETHYLENE TETRAAMINE|TRIETHYLENE TETRAMINE|Trientine,Small molecule,4,146.24,27,60,-1.92,76.1,4,4,0,7,N,0.32,None,9.77,-2.15,-6.3,0,MOL,0,10,4,6,1,146.1531,-0.09,BASE,C6H18N4,NCCNCCNCCN,VILCJCGEZXAXTO-UHFFFAOYSA-N
CHEMBL1201474,COLESTIPOL HYDROCHLORIDE,COLESTID ORANGE|COLESTIPOL|COLESTIPOL HCL|COLESTIPOL HYDROCHLORIDE|Colestid|Colestid Flavored Colestid|FLAVORED COLESTID|NSC-147003,Unknown,4,,,,,,,,,,,,,,,,,NONE,0,,,,,,,,,,
CHEMBL1174,EPTIFIBATIDE,EPTIFIBATIDE|Eptifibatide|INTEGRELIN|Integrilin,Protein,4,831.98,11,40,-1.84,323.89,11,11,3,10,N,0.05,3.97,11.45,-5.06,-5.06,2,MOL,0,57,20,13,3,831.3156,0.84,ZWITTERION,C35H49N11O9S2,N=C(N)NCCCC[C@@H]1NC(=O)CCSSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O,CZKPOZZJODAYPZ-LROMGURASA-N
CHEMBL1201606,IBRITUMOMAB TIUXETAN,IBRITUMOMAB TIUXETAN|IDEC-129|IDEC-IN2B8|IDEC-Y2B8|IDEC-Y2B8 IDEC-129|Ibritumomab tiuxetan|ZEVALIN|Zevalin Kit-Indium-111,Antibody,4,,,,,,,,,,,,,,,,,SEQ,0,,,,,,,,,,
CHEMBL1289494,TIVOZANIB,ASP-4130|AV-951|FOTIVDA|KIL8951|KRN-951|Kil-8951|TIVOZANIB|Tivozanib,Small molecule,4,454.87,412,810,5.64,107.74,7,2,1,6,N,0.39,8.27,5.89,4.22,4.16,4,MOL,0,32,9,2,1,454.1044,-1.57,NEUTRAL,C22H19ClN4O5,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,SPMVMDHWKHCIDT-UHFFFAOYSA-N
CHEMBL1440,TETRACYCLINE,ACHROMYCIN V|Achromycin|Cyclopar|E701|ECONOMYCIN|Liquamycin|NSC-108579|PANMYCIN|SUPRAMYCIN|SUSTAMYCIN|TETRABID ORGANON|TETRACYCLINE|Tetracycline|Tetracyn|Vetquamycin,Small molecule,4,444.44,338,5156,-0.21,181.62,9,6,1,2,N,0.34,2.91,8.81,-3.47,-3.7,1,MOL,0,32,10,7,1,444.1533,1.7,ZWITTERION,C22H24N2O8,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,OFVLGDICTFRJMM-WESIUVDSSA-N
CHEMBL768,ESMOLOL,ASL-8052-001|ESMOLOL|Esmolol,Small molecule,4,295.38,122,662,1.53,67.79,5,2,0,9,N,0.68,None,9.67,1.82,-0.4,1,MOL,0,21,5,2,0,295.1784,-0.24,BASE,C16H25NO4,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,AQNDDEOPVVGCPG-UHFFFAOYSA-N
CHEMBL1201745,CHOLINE FENOFIBRATE,ABT-335|CHOLINE FENOFIBRATE|FENOFIBRIC ACID CHOLINE SALT|TRILIPIX,Small molecule,4,421.92,,,3.81,63.6,3,1,0,5,N,0.85,3.1,None,4.36,0.9,2,MOL,0,22,4,1,0,318.0659,-0.48,ACID,C22H28ClNO5,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)[O-].C[N+](C)(C)CCO,JWAZHODZSADEHB-UHFFFAOYSA-M
CHEMBL125,MILTEFOSINE,D-18506|HDPC|IMPAVIDO|MILTEFOSINE|Miltefosine|Miltex|NSC-605583|NSC-758968,Small molecule,4,407.58,201,1503,5.68,58.59,4,0,1,20,N,0.15,1.88,None,2.25,4.27,0,MOL,0,27,5,0,1,407.3164,0.44,ACID,C21H46NO4P,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,PQLXHQMOHUQAKB-UHFFFAOYSA-N
CHEMBL985,UREA,AQUADRATE|AZODICARBOXYLIC ACID-DIAMIDE|BALNEUM PLUS|CALMURID|CARBAMIDE|E-927A|E927b|EUCERIN|FLEXIFOOT|FLEXITOL|HYDROMOL INTENSIVE|INS NO.927A|INS-927A|NSC-34375|NUTRAPLUS|SENTIAL E|ST.JAMES BALM|STERILE UREA|UREA|Urea|Ureaphil,Small molecule,4,60.06,27,66,-0.98,69.11,1,2,0,0,N,0.37,None,None,-1.36,-1.36,0,MOL,0,4,3,4,0,60.0324,-0.22,NEUTRAL,CH4N2O,NC(N)=O,XSQUKJJJFZCRTK-UHFFFAOYSA-N
CHEMBL1547,THIAMINE,Betaxin|Thiamine (Vit B1)|Vitamin B 1,Small molecule,4,265.36,17,58,0.61,75.91,5,2,0,4,N,0.79,None,5.54,-3.1,-3.1,2,MOL,0,18,5,3,0,265.1118,-0.1,NEUTRAL,C12H17N4OS+,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,JZRWCGZRTZMZEH-UHFFFAOYSA-N
CHEMBL1256391,PIRFENIDONE,AMR-69|ESBRIET|NSC-748456|PIRESPA|PIRFENIDONE,Small molecule,4,185.23,40,133,2.15,22,2,0,0,1,Y,0.67,None,None,2.14,2.14,2,MOL,0,14,2,0,0,185.0841,-1.1,NEUTRAL,C12H11NO,Cc1ccc(=O)n(-c2ccccc2)c1,ISWRGOKTTBVCFA-UHFFFAOYSA-N
CHEMBL649,NADOLOL,Corgard|NADOLOL|NSC-758430|SOLGOL|SQ 11725|SQ-11725,Small molecule,4,309.41,153,634,0.63,81.95,5,4,0,5,N,0.64,13.59,9.76,0.87,-1.44,1,MOL,0,22,5,4,0,309.194,0.26,BASE,C17H27NO4,CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,VWPOSFSPZNDTMJ-UCWKZMIHSA-N
CHEMBL2105759,BARICITINIB,BARICITINIB|BARICITINIB PHOSPHATE|BARICITINIB PHOSPHATE SALT|Baricitinib|INCB-028050|INCB-28050|INCB028050|LY-3009104|LY3009104|OLUMIANT,Small molecule,4,371.43,305,405,1.1,120.56,7,1,0,5,N,0.72,13.89,3.91,-0.19,-0.19,3,MOL,0,26,9,1,0,371.1164,-1.11,NEUTRAL,C16H17N7O2S,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,XUZMWHLSFXCVMG-UHFFFAOYSA-N
CHEMBL3833368,RUCAPARIB CAMSYLATE,C0-338|CO-338|PF-1367338-BW|RUBRACA|RUCAPARIB CAMSYLATE,Small molecule,4,555.67,,,2.98,56.92,2,3,0,3,N,0.69,13.16,9.32,2.45,0.55,3,MOL,0,24,4,3,0,323.1434,0.04,BASE,C29H34FN3O5S,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)O)C(=O)C2.CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,INBJJAFXHQQSRW-STOWLHSFSA-N
CHEMBL521,IBUPROFEN,ACHES-N-PAIN|ADVIL LIQUI-GELS|ADVIL MIGRAINE LIQUI-GELS|ANADIN JOINT PAIN|ANADIN LIQUIFAST|ANADIN PERIOD PAIN RELIEF|ANADIN ULTRA|APSIFEN|APSIFEN-F|ARTHROFEN 200|ARTHROFEN 400|ARTHROFEN 600|Advil|BRUFEN RET|BURANA|CALDOLOR|CAP-PROFEN|CHILDREN'S ADVIL|CHILDREN'S ADVIL-FLAVORED|CHILDREN'S ELIXSURE|CHILDREN'S IBUPROFEN|CHILDREN'S MOTRIN|CO-OP|CODAFEN CONTINUS|CUPROFEN FOR CHILD|CUPROFEN PLUS|DEEP RELIEF|EBUFAC|FEMAFEN|FENBID|FENBID FTE|FENPAED|FEVERFEN|FLEXIMEX|IB-100|IBU-SLO|IBU-TAB|IBU-TAB 200|IBUCALM|IBUDERM|IBUFAC|IBUGEL|IBUGEL FTE|IBULAR|IBULEVE|IBUMED|IBUMETIN|IBUMOUSSE|IBUPRIN|IBUPROFEN|IBUPROFENUM|IBUPROHM|IBUSPRAY|IBUTIME|INABRIN|INFANT'S ADVIL|INOVEN|IP-82|ISISFEN|JUNIFEN|JUNIOR STRENGTH ADVIL|JUNIOR STRENGTH IBUPROFEN|JUNIOR STRENGTH MOTRIN|LIDIFEN|LIDIFEN-F|LOBUFEN|M01AE01|MANDAFEN|MANORFEN|MAXA-GESIC|MEDIPREN|MIDOL|MIDOL LIQUID GELS|MIGRAFEN|MOTRIN IB|MOTRIN MIGRAINE PAIN|Motrin|NOVAPRIN|NSC-256857|NUPRIN|NUROFEN 400|NUROFEN BACK PAIN SR|NUROFEN CHILD|NUROFEN FOR CHILD|NUROFEN PLUS|NUROFEN RECOVERY|NUROFEN SINUS|NUROFEN SOLB|ORBIFEN|PACIFENE|PAXOFEN|PEDEA|PEDIATRIC ADVIL|PHENSIC|PHOR PAIN|PHORPAIN|PHORPAIN MAX STRGH|PROFEN|PROFLEX|PROFLEX SR|RD 13621|RELCOFEN|RIMAFEN|RUFEN|SECLODIN|SUSPREN|TAB-PROFEN|U-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1064,SIMVASTATIN,C10AA01|FLOLIPID|LACERSA|MK-0733|MK-733|NSC-758706|RANZOLONT|SIMVADOR|SIMVASTATIN|SYNVINOLIN|Simvastatin hydroxy acid|ZOCOR HEART-PRO|Zocor,Small molecule,4,418.57,226,2833,4.59,72.83,5,1,0,6,N,0.64,None,None,4.46,4.46,0,MOL,0,30,5,1,0,418.2719,2.12,NEUTRAL,C25H38O5,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,RYMZZMVNJRMUDD-HGQWONQESA-N
CHEMBL1201650,THYROGLOBULIN,Proloid|THYROGLOBULIN,Unknown,4,,,,,,,,,,,,,,,,,NONE,0,,,,,,,,,,
CHEMBL1200866,PERFLUBRON,Imagent|N-PERFLUOROOCTYL BROMIDE|PERFLUBRON|PERFLUOROCAPRYLYL BROMIDE|PERFLUOROCTYL BROMIDE|PERFLUOROOCTYLBROMIDE|PFOB,Small molecule,4,498.96,5,17,6.35,0,0,0,1,6,N,0.3,None,None,6.64,6.64,0,MOL,0,26,0,0,1,497.8912,-0.3,None,C8BrF17,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,WTWWXOGTJWMJHI-UHFFFAOYSA-N
CHEMBL4297223,MITAPIVAT SULFATE,AG-348 HEMISULFATE SESQUIHYDRATE|AG-348 sulfate hydrate|MITAPIVAT SULFATE|PYRUKYND,Small molecule,4,1053.25,,,3.2,82.61,5,1,0,6,N,0.62,6.79,7.64,1.62,1.7,3,MOL,0,32,7,1,0,450.1726,-1.89,NEUTRAL,C48H60N8O13S3,O.O.O.O=C(c1ccc(NS(=O)(=O)c2cccc3cccnc23)cc1)N1CCN(CC2CC2)CC1.O=C(c1ccc(NS(=O)(=O)c2cccc3cccnc23)cc1)N1CCN(CC2CC2)CC1.O=S(=O)(O)O,DMRIPASJCJRBMV-UHFFFAOYSA-N
CHEMBL1697841,ISOMETHEPTENE,ISOMETHEPTENE|ISONYL|OCTANIL,Small molecule,4,141.26,2,3,2.34,12.03,1,1,0,4,N,0.59,None,10.67,2.32,-0.63,0,MOL,0,10,1,1,0,141.1517,1.66,BASE,C9H19N,CNC(C)CCC=C(C)C,XVQUOJBERHHONY-UHFFFAOYSA-N
CHEMBL1201003,ELETRIPTAN HYDROBROMIDE,ELETRIPTAN HBR|ELETRIPTAN HYDROBROMIDE|NSC-759258|Relpax|UK-116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL864,CARBINOXAMINE,CARBINOXAMINE|Carbinoxamine|Clistin|Palgic,Small molecule,4,290.79,13,37,3.4,25.36,3,0,0,6,N,0.82,None,8.87,3.27,1.79,2,MOL,0,20,3,0,0,290.1186,-1.33,BASE,C16H19ClN2O,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1,OJFSXZCBGQGRNV-UHFFFAOYSA-N
CHEMBL1201342,METHIXENE,ATOSIL|METIXENE|Methixene,Small molecule,4,309.48,4,9,5.02,3.24,2,0,1,2,N,0.77,None,9.34,5.06,3.13,2,MOL,0,22,1,0,1,309.1551,-0.24,BASE,C20H23NS,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1,MJFJKKXQDNNUJF-UHFFFAOYSA-N
CHEMBL4650216,DARIDOREXANT HYDROCHLORIDE,ACT-541468A|DARIDOREXANT HYDROCHLORIDE|NEMOREXANT HYDROCHLORIDE|QUVIVIQ,Small molecule,4,487.39,,,4.27,88.93,6,1,0,4,N,0.5,11.8,5.06,3.04,3.04,4,MOL,0,32,8,1,0,450.1571,-0.86,NEUTRAL,C23H24Cl2N6O2,COc1ccc(-n2nccn2)c(C(=O)N2CCC[C@@]2(C)c2nc3c(C)c(Cl)ccc3[nH]2)c1.Cl,HJVGDXBEMFHGKI-BQAIUKQQSA-N
CHEMBL4650275,LUMASIRAN SODIUM,LUMASIRAN SODIUM|OXLUMO,Oligonucleotide,4,,,,,,,,,,,,,,,,,NONE,0,,,,,,,,,,
CHEMBL1201148,MEPREDNISONE,Betapar|MEPREDNISONE|NSC-527579|SCH 4358|SCH-4358,Small molecule,4,372.46,3,8,2.01,91.67,5,2,0,2,N,0.77,12.44,None,2.02,2.02,0,MOL,0,27,5,2,0,372.1937,2.25,NEUTRAL,C22H28O5,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO,PIDANAQULIKBQS-RNUIGHNZSA-N
